referrer,views_total,views_unique
anticope.ml,106,35
javarepos.com,46,24
github.com,28,11
DuckDuckGo,6,2
Google,2,1
meteor-addons-website.vercel.app,2,1
au.search.yahoo.com,1,1
Bing,1,1
