url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,201,110
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,102,69
/Declipsonator/Meteor-Tweaks/releases,58,31
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,15,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main,13,9
/Declipsonator/Meteor-Tweaks/issues,13,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,13,7
/Declipsonator/Meteor-Tweaks/tree/main,10,6
/Declipsonator/Meteor-Tweaks/commit/9cd9cfa83ed8a6ff2ed37e46a034a71cec39e6cf,7,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,5,3
