url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,191,107
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,101,67
/Declipsonator/Meteor-Tweaks/releases,58,25
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,19,8
/Declipsonator/Meteor-Tweaks/issues,14,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main,13,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,10,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,8,5
/Declipsonator/Meteor-Tweaks/tree/main,6,5
/Declipsonator/Meteor-Tweaks/commit/9cd9cfa83ed8a6ff2ed37e46a034a71cec39e6cf,6,3
