url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,111,54
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,51,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,36,7
/Declipsonator/Meteor-Tweaks/issues,34,9
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,27,25
/Declipsonator/Meteor-Tweaks/tree/main/src/main,26,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,17,3
/Declipsonator/Meteor-Tweaks/releases,16,13
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/tweaks,11,2
/Declipsonator/Meteor-Tweaks/issues/18,10,8
