url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,79,47
/Declipsonator/Meteor-Tweaks/issues,31,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,23,5
/Declipsonator/Meteor-Tweaks/releases,19,13
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,18,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,11,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,11,1
/Declipsonator/Meteor-Tweaks/tree/main/src/main,10,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,8,1
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/tweaks,6,1
