url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,91,66
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,36,28
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,32,13
/Declipsonator/Meteor-Tweaks/releases,22,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,22,12
/Declipsonator/Meteor-Tweaks/tree/main/src/main,17,13
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/commands,9,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/utils,8,1
/Declipsonator/Meteor-Tweaks/issues,6,4
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/commands/SoftLeave.java,5,5
