url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,251,132
/Declipsonator/Meteor-Tweaks/releases,182,111
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,99,54
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,46,32
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,45,9
/Declipsonator/Meteor-Tweaks/issues,29,20
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,25,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main,20,10
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,19,7
/Declipsonator/Meteor-Tweaks/tree/main,17,11
