url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,73,52
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,26,22
/Declipsonator/Meteor-Tweaks/tree/main/src/main,11,6
/Declipsonator/Meteor-Tweaks/releases,10,10
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,10,6
/Declipsonator/Meteor-Tweaks/search,10,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,5,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/VelocityBoost.java,4,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/MeteorTweaks.java,3,2
/Declipsonator/Meteor-Tweaks/issues,2,2
