url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,653,316
/Declipsonator/Meteor-Tweaks/releases,204,114
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.7,187,131
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,67,21
/Declipsonator/Meteor-Tweaks/issues,54,28
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.8,51,42
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,43,29
/Declipsonator/Meteor-Tweaks/tree/main/src/main,43,21
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,38,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,33,9
