url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,303,196
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,187,139
/Declipsonator/Meteor-Tweaks/releases,107,61
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,34,15
/Declipsonator/Meteor-Tweaks/tree/main/src/main,27,16
/Declipsonator/Meteor-Tweaks/issues,23,22
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,19,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,18,13
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,16,3
/Declipsonator/Meteor-Tweaks/find/main,9,5
