url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,91,65
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,40,29
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,28,10
/Declipsonator/Meteor-Tweaks/releases,18,12
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,18,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main,14,10
/Declipsonator/Meteor-Tweaks/issues,10,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/utils,8,1
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/commands,7,3
/Declipsonator/Meteor-Tweaks/tags,7,1
