referrer,views_total,views_unique
anticope.ml,103,27
javarepos.com,12,6
github.com,12,5
bytemeta.vip,6,1
Bing,5,4
Google,4,3
hub.fastgit.xyz,4,1
cn.bing.com,3,2
Yahoo,2,1
