referrer,views_total,views_unique
anticope.ml,207,62
github.com,79,30
javarepos.com,58,23
Google,9,4
DuckDuckGo,7,5
Bing,5,4
meteor-addons-website.vercel.app,2,1
cn.bing.com,1,1
Yahoo,1,1
