url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,89,66
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,35,28
/Declipsonator/Meteor-Tweaks/releases,27,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,15,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,14,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main,10,9
/Declipsonator/Meteor-Tweaks/issues,4,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/resources,4,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/GameTweaks.java,3,3
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,3,3
