referrer,views_total,views_unique
anticope.ml,198,61
github.com,113,23
javarepos.com,108,33
Bing,2,2
DuckDuckGo,2,2
Yahoo,1,1
Google,1,1
yandex.ru,1,1
grep.app,1,1
