url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,95,70
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,37,29
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,35,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,24,13
/Declipsonator/Meteor-Tweaks/releases,22,15
/Declipsonator/Meteor-Tweaks/tree/main/src/main,18,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/commands,9,5
/Declipsonator/Meteor-Tweaks/issues,8,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/utils,8,1
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/commands/SoftLeave.java,5,5
