url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,49,38
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,15,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,12,5
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,10,10
/Declipsonator/Meteor-Tweaks/tree/main/src/main,10,6
/Declipsonator/Meteor-Tweaks/releases,7,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,6,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,6,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/hud,6,1
/Declipsonator/Meteor-Tweaks/issues,4,2
