url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,98,53
/Declipsonator/Meteor-Tweaks/issues,41,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,35,7
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,23,21
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,22,6
/Declipsonator/Meteor-Tweaks/releases,21,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main,15,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,15,3
/Declipsonator/Meteor-Tweaks/issues/18,9,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,9,2
