referrer,views_total,views_unique
anticope.ml,110,26
github.com,19,8
javarepos.com,9,5
bytemeta.vip,6,1
Google,4,3
hub.fastgit.xyz,4,1
cn.bing.com,2,1
search.brave.com,2,1
