referrer,views_total,views_unique
anticope.ml,86,26
github.com,16,8
javarepos.com,14,7
bytemeta.vip,6,1
Google,4,3
hub.fastgit.xyz,4,1
cn.bing.com,3,2
Bing,3,2
Yahoo,2,1
