url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,99,67
/Declipsonator/Meteor-Tweaks/releases,32,20
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,24,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,10,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,10,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main,9,6
/Declipsonator/Meteor-Tweaks/issues,7,5
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/Scaffold.java,5,3
/Declipsonator/Meteor-Tweaks/tree/v2.0.1,4,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/utils/GithubUtils.java,4,1
