url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,196,119
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,103,76
/Declipsonator/Meteor-Tweaks/releases,66,48
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,32,10
/Declipsonator/Meteor-Tweaks/tree/main,22,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,21,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main,14,10
/Declipsonator/Meteor-Tweaks/issues,11,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,7,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/Scaffold.java,6,4
