url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,91,71
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,30,24
/Declipsonator/Meteor-Tweaks/releases,27,20
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,8,5
/Declipsonator/Meteor-Tweaks/issues,7,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main,6,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,6,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/commands,3,1
/Declipsonator/Meteor-Tweaks/issues/18,2,2
/Declipsonator/Meteor-Tweaks/tree/main,2,2
