referrer,views_total,views_unique
anticope.ml,275,72
github.com,92,27
javarepos.com,68,26
Google,8,3
Bing,5,4
DuckDuckGo,3,2
meteor-addons-website.vercel.app,2,1
cn.bing.com,1,1
