referrer,views_total,views_unique
anticope.ml,284,72
github.com,109,32
javarepos.com,82,28
Google,8,3
Bing,5,4
DuckDuckGo,3,2
meteor-addons-website.vercel.app,2,1
cn.bing.com,1,1
github.innominds.com,1,1
