url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,72,51
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,29,23
/Declipsonator/Meteor-Tweaks/tree/main/src/main,14,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,14,7
/Declipsonator/Meteor-Tweaks/releases,10,9
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/MeteorTweaks.java,6,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,5,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/resources,4,2
/Declipsonator/Meteor-Tweaks/tree/906ea633d2afe0eba3171332bded0da4116c65d8/src/main/java/me/declipsonator/meteortweaks,4,1
/Declipsonator/Meteor-Tweaks/tree/906ea633d2afe0eba3171332bded0da4116c65d8/src/main/java/me/declipsonator/meteortweaks/mixins,4,1
