url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,556,287
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,233,165
/Declipsonator/Meteor-Tweaks/releases,138,83
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,39,15
/Declipsonator/Meteor-Tweaks/tree/main/src/main,34,16
/Declipsonator/Meteor-Tweaks/issues,31,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,22,13
/Declipsonator/Meteor-Tweaks/tree/v1.1.9,20,1
/Declipsonator/Meteor-Tweaks/issues/14,14,5
/Declipsonator/Meteor-Tweaks/issues/11,12,10
