url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,111,55
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,49,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,34,6
/Declipsonator/Meteor-Tweaks/issues,33,8
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,31,28
/Declipsonator/Meteor-Tweaks/tree/main/src/main,22,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,17,3
/Declipsonator/Meteor-Tweaks/releases,16,13
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/tweaks,11,2
/Declipsonator/Meteor-Tweaks/issues/18,10,8
