url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,92,57
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,42,29
/Declipsonator/Meteor-Tweaks/releases,18,12
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,9,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,9,4
/Declipsonator/Meteor-Tweaks/issues,8,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main,7,5
/Declipsonator/Meteor-Tweaks/tags,7,1
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/VelocityBoost.java,4,2
/Declipsonator/Meteor-Tweaks/tree/main,3,2
