url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,80,56
/Declipsonator/Meteor-Tweaks/releases,23,18
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,20,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,12,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,12,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main,10,6
/Declipsonator/Meteor-Tweaks/issues,6,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/utils/GithubUtils.java,4,1
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/commands,3,1
/Declipsonator/Meteor-Tweaks/tree/v2.0.1,3,1
