url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,578,299
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,167,127
/Declipsonator/Meteor-Tweaks/releases,151,97
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,58,40
/Declipsonator/Meteor-Tweaks/issues,41,18
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,34,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main,33,14
/Declipsonator/Meteor-Tweaks/search,19,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,18,13
/Declipsonator/Meteor-Tweaks/issues/14,18,6
