url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,232,131
/Declipsonator/Meteor-Tweaks/releases,192,117
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,131,71
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,35,6
/Declipsonator/Meteor-Tweaks/tree/main,24,16
/Declipsonator/Meteor-Tweaks/issues,23,15
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,15,12
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,11,4
/Declipsonator/Meteor-Tweaks/issues/11,10,10
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,10,2
