url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,361,231
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,223,161
/Declipsonator/Meteor-Tweaks/releases,118,68
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,37,16
/Declipsonator/Meteor-Tweaks/tree/main/src/main,28,16
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,20,5
/Declipsonator/Meteor-Tweaks/issues,19,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,19,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,16,3
/Declipsonator/Meteor-Tweaks/find/main,9,5
