url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,116,70
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,62,43
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,22,7
/Declipsonator/Meteor-Tweaks/releases,20,16
/Declipsonator/Meteor-Tweaks/issues,13,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main,13,7
/Declipsonator/Meteor-Tweaks/tree/main,12,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,9,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,8,3
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,7,3
