referrer,views_total,views_unique
anticope.ml,349,99
github.com,108,25
javarepos.com,104,33
DuckDuckGo,22,8
Google,11,4
Bing,4,2
cn.bing.com,3,1
meteor-addons-website.vercel.app,2,1
github.innominds.com,1,1
