url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,645,302
/Declipsonator/Meteor-Tweaks/releases,232,117
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,204,147
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.8,53,43
/Declipsonator/Meteor-Tweaks/issues,51,23
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,50,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main,36,18
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,35,14
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.7,23,16
/Declipsonator/Meteor-Tweaks/issues/11,19,13
