url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,80,49
/Declipsonator/Meteor-Tweaks/issues,32,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,26,5
/Declipsonator/Meteor-Tweaks/releases,23,16
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,17,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,13,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,11,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main,9,5
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,9,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/tweaks,7,2
