url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,93,57
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,45,32
/Declipsonator/Meteor-Tweaks/releases,22,16
/Declipsonator/Meteor-Tweaks/issues,8,4
/Declipsonator/Meteor-Tweaks/tags,7,1
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,6,3
/Declipsonator/Meteor-Tweaks/tree/main/src/main,5,4
/Declipsonator/Meteor-Tweaks/tree/main,5,3
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,5,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/VelocityBoost.java,3,2
