url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,73,51
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,33,26
/Declipsonator/Meteor-Tweaks/tree/main/src/main,15,8
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,15,8
/Declipsonator/Meteor-Tweaks/releases,9,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,6,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/MeteorTweaks.java,6,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/VelocityBoost.java,4,2
/Declipsonator/Meteor-Tweaks/tree/main/src/main/resources,4,2
/Declipsonator/Meteor-Tweaks/tree/906ea633d2afe0eba3171332bded0da4116c65d8/src/main/java/me/declipsonator/meteortweaks,4,1
