url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,118,74
/Declipsonator/Meteor-Tweaks/releases,42,25
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,33,24
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,24,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main,17,9
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,17,7
/Declipsonator/Meteor-Tweaks/issues,8,6
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/Scaffold.java,6,4
/Declipsonator/Meteor-Tweaks/tree/v2.0.1,5,2
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/utils/GithubUtils.java,4,1
