url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,626,302
/Declipsonator/Meteor-Tweaks/releases,225,114
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,158,111
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.7,91,62
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,61,17
/Declipsonator/Meteor-Tweaks/issues,52,22
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.8,51,42
/Declipsonator/Meteor-Tweaks/tree/main/src/main,42,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,34,12
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,26,3
