url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,212,118
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,105,73
/Declipsonator/Meteor-Tweaks/releases,62,37
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,18,11
/Declipsonator/Meteor-Tweaks/tree/main/src/main,16,11
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,16,9
/Declipsonator/Meteor-Tweaks/issues,15,10
/Declipsonator/Meteor-Tweaks/tree/main,12,8
/Declipsonator/Meteor-Tweaks/commit/9cd9cfa83ed8a6ff2ed37e46a034a71cec39e6cf,7,4
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,6,4
