url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,326,209
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,199,146
/Declipsonator/Meteor-Tweaks/releases,110,65
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,39,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main,31,18
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,21,15
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,20,5
/Declipsonator/Meteor-Tweaks/issues,19,18
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins/meteor,16,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/Scaffold.java,9,8
