url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,531,284
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,231,146
/Declipsonator/Meteor-Tweaks/releases,167,97
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,54,39
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,41,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main,36,17
/Declipsonator/Meteor-Tweaks/issues,32,15
/Declipsonator/Meteor-Tweaks/search,25,3
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,20,14
/Declipsonator/Meteor-Tweaks/commits/main,20,7
