url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,603,296
/Declipsonator/Meteor-Tweaks/releases,154,98
/Declipsonator/Meteor-Tweaks/releases/tag/v1.1.9,132,99
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,109,66
/Declipsonator/Meteor-Tweaks/issues,45,18
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,33,14
/Declipsonator/Meteor-Tweaks/tree/main/src/main,32,14
/Declipsonator/Meteor-Tweaks/search,21,2
/Declipsonator/Meteor-Tweaks/issues/14,19,7
/Declipsonator/Meteor-Tweaks/commits/main,18,7
