referrer,views_total,views_unique
anticope.ml,109,36
javarepos.com,43,22
github.com,26,10
DuckDuckGo,3,2
Google,2,1
meteor-addons-website.vercel.app,2,1
au.search.yahoo.com,1,1
Bing,1,1
